"","word","sentiment"
"10880","satanic","anger"
"10881","satanic","negative"
"10882","satin","positive"
"10883","satisfactorily","positive"
"10884","satisfied","joy"
"10885","satisfied","positive"
"10886","saturated","disgust"
"10887","saturated","negative"
"10888","savage","anger"
"10889","savage","fear"
"10890","savage","negative"
"10891","savagery","anger"
"10892","savagery","fear"
"10893","savagery","negative"
"10894","save","joy"
"10895","save","positive"
"10896","save","trust"
"10897","savings","positive"
"10898","savor","anticipation"
"10899","savor","disgust"
"10900","savor","joy"
"10901","savor","positive"
"10902","savor","sadness"
"10903","savor","trust"
"10904","savory","positive"
"10905","savvy","positive"
"10906","scab","negative"
"10907","scaffold","fear"
"10908","scaffold","negative"
"10909","scalpel","fear"
"10910","scalpel","negative"
"10911","scaly","negative"
"10912","scandal","fear"
"10913","scandal","negative"
"10914","scandalous","anger"
"10915","scandalous","negative"
"10916","scanty","negative"
"10917","scapegoat","anger"
"10918","scapegoat","fear"
"10919","scapegoat","negative"
"10920","scar","anger"
"10921","scar","disgust"
"10922","scar","fear"
"10923","scar","negative"
"10924","scar","sadness"
"10925","scarce","fear"
"10926","scarce","negative"
"10927","scarce","sadness"
"10928","scarcely","negative"
"10929","scarcely","sadness"
"10930","scarcity","anger"
"10931","scarcity","fear"
"10932","scarcity","negative"
"10933","scarcity","sadness"
"10934","scare","anger"
"10935","scare","anticipation"
"10936","scare","fear"
"10937","scare","negative"
"10938","scare","surprise"
"10939","scarecrow","fear"
"10940","scarecrow","negative"
"10941","scarecrow","positive"
"10942","scavenger","negative"
"10943","sceptical","trust"
"10944","scheme","negative"
"10945","schism","anger"
"10946","schism","negative"
"10947","schizophrenia","anger"
"10948","schizophrenia","disgust"
"10949","schizophrenia","fear"
"10950","schizophrenia","negative"
"10951","schizophrenia","sadness"
"10952","scholar","positive"
"10953","scholarship","joy"
"10954","scholarship","positive"
"10955","school","trust"
"10956","sciatica","negative"
"10957","scientific","positive"
"10958","scientific","trust"
"10959","scientist","anticipation"
"10960","scientist","positive"
"10961","scientist","trust"
"10962","scintilla","positive"
"10963","scoff","anger"
"10964","scoff","disgust"
"10965","scoff","negative"
"10966","scold","anger"
"10967","scold","disgust"
"10968","scold","fear"
"10969","scold","negative"
"10970","scold","sadness"
"10971","scolding","anger"
"10972","scolding","negative"
"10973","scorching","anger"
"10974","scorching","negative"
"10975","score","anticipation"
"10976","score","joy"
"10977","score","positive"
"10978","score","surprise"
"10979","scorn","anger"
"10980","scorn","negative"
"10981","scorpion","anger"
"10982","scorpion","disgust"
"10983","scorpion","fear"
"10984","scorpion","negative"
"10985","scorpion","surprise"
"10986","scotch","negative"
"10987","scoundrel","anger"
"10988","scoundrel","disgust"
"10989","scoundrel","fear"
"10990","scoundrel","negative"
"10991","scoundrel","trust"
"10992","scourge","anger"
"10993","scourge","fear"
"10994","scourge","negative"
"10995","scourge","sadness"
"10996","scrambling","negative"
"10997","scrapie","anger"
"10998","scrapie","fear"
"10999","scrapie","negative"
"11000","scrapie","sadness"
"11001","scream","anger"
"11002","scream","disgust"
"11003","scream","fear"
"11004","scream","negative"
"11005","scream","surprise"
"11006","screaming","anger"
"11007","screaming","disgust"
"11008","screaming","fear"
"11009","screaming","negative"
"11010","screech","fear"
"11011","screech","negative"
"11012","screech","surprise"
"11013","screwed","anger"
"11014","screwed","negative"
"11015","scribe","positive"
"11016","scrimmage","negative"
"11017","scrimmage","surprise"
"11018","script","positive"
"11019","scripture","trust"
"11020","scrub","disgust"
"11021","scrub","negative"
"11022","scrumptious","positive"
"11023","scrutinize","anticipation"
"11024","scrutinize","negative"
"11025","scrutiny","negative"
"11026","sculpture","positive"
"11027","scum","disgust"
"11028","scum","negative"
"11029","sea","positive"
"11030","seal","positive"
"11031","seal","trust"
"11032","seals","trust"
"11033","sear","negative"
"11034","seasoned","positive"
"11035","secession","negative"
"11036","secluded","negative"
"11037","secluded","sadness"
"11038","seclusion","fear"
"11039","seclusion","negative"
"11040","seclusion","positive"
"11041","secondhand","negative"
"11042","secrecy","surprise"
"11043","secrecy","trust"
"11044","secret","trust"
"11045","secretariat","positive"
"11046","secrete","disgust"
"11047","secretion","disgust"
"11048","secretion","negative"
"11049","secretive","negative"
"11050","sectarian","anger"
"11051","sectarian","fear"
"11052","sectarian","negative"
"11053","secular","anticipation"
"11054","securities","trust"
"11055","sedition","anger"
"11056","sedition","negative"
"11057","sedition","sadness"
"11058","seduce","negative"
"11059","seduction","negative"
"11060","seductive","anticipation"
"11061","seek","anticipation"
"11062","segregate","anger"
"11063","segregate","disgust"
"11064","segregate","negative"
"11065","segregate","sadness"
"11066","segregated","negative"
"11067","seize","fear"
"11068","seize","negative"
"11069","seizure","fear"
"11070","selfish","anger"
"11071","selfish","disgust"
"11072","selfish","negative"
"11073","selfishness","negative"
"11074","senate","trust"
"11075","senile","fear"
"11076","senile","negative"
"11077","senile","sadness"
"11078","seniority","positive"
"11079","seniority","trust"
"11080","sensational","joy"
"11081","sensational","positive"
"11082","sense","positive"
"11083","senseless","anger"
"11084","senseless","disgust"
"11085","senseless","fear"
"11086","senseless","negative"
"11087","senseless","sadness"
"11088","senseless","surprise"
"11089","sensibility","positive"
"11090","sensibly","positive"
"11091","sensual","anticipation"
"11092","sensual","joy"
"11093","sensual","negative"
"11094","sensual","positive"
"11095","sensual","surprise"
"11096","sensual","trust"
"11097","sensuality","anticipation"
"11098","sensuality","joy"
"11099","sensuality","positive"
"11100","sensuous","joy"
"11101","sensuous","positive"
"11102","sentence","anger"
"11103","sentence","anticipation"
"11104","sentence","disgust"
"11105","sentence","fear"
"11106","sentence","negative"
"11107","sentence","sadness"
"11108","sentimental","positive"
"11109","sentimentality","positive"
"11110","sentinel","positive"
"11111","sentinel","trust"
"11112","sentry","trust"
"11113","separatist","anger"
"11114","separatist","disgust"
"11115","separatist","negative"
"11116","sepsis","fear"
"11117","sepsis","negative"
"11118","sepsis","sadness"
"11119","septic","disgust"
"11120","septic","negative"
"11121","sequel","anticipation"
"11122","sequestration","negative"
"11123","sequestration","sadness"
"11124","serene","negative"
"11125","serene","trust"
"11126","serenity","anticipation"
"11127","serenity","joy"
"11128","serenity","positive"
"11129","serenity","trust"
"11130","serial","anticipation"
"11131","series","trust"
"11132","seriousness","fear"
"11133","seriousness","sadness"
"11134","sermon","positive"
"11135","sermon","trust"
"11136","serpent","disgust"
"11137","serpent","fear"
"11138","serpent","negative"
"11139","serum","positive"
"11140","servant","negative"
"11141","servant","trust"
"11142","serve","negative"
"11143","serve","trust"
"11144","servile","disgust"
"11145","servile","fear"
"11146","servile","negative"
"11147","servile","sadness"
"11148","servitude","negative"
"11149","setback","negative"
"11150","setback","sadness"
"11151","settlor","fear"
"11152","settlor","positive"
"11153","sever","negative"
"11154","severance","sadness"
"11155","sewage","disgust"
"11156","sewage","negative"
"11157","sewer","disgust"
"11158","sewerage","disgust"
"11159","sewerage","negative"
"11160","sex","anticipation"
"11161","sex","joy"
"11162","sex","positive"
"11163","sex","trust"
"11164","shabby","disgust"
"11165","shabby","negative"
"11166","shack","disgust"
"11167","shack","negative"
"11168","shack","sadness"
"11169","shackle","anger"
"11170","shackle","anticipation"
"11171","shackle","disgust"
"11172","shackle","fear"
"11173","shackle","negative"
"11174","shackle","sadness"
"11175","shady","fear"
"11176","shady","negative"
"11177","shaking","fear"
"11178","shaking","negative"
"11179","shaky","anger"
"11180","shaky","anticipation"
"11181","shaky","fear"
"11182","shaky","negative"
"11183","sham","anger"
"11184","sham","disgust"
"11185","sham","negative"
"11186","shambles","negative"
"11187","shame","disgust"
"11188","shame","fear"
"11189","shame","negative"
"11190","shame","sadness"
"11191","shameful","negative"
"11192","shameful","sadness"
"11193","shameless","disgust"
"11194","shameless","negative"
"11195","shanghai","disgust"
"11196","shanghai","fear"
"11197","shanghai","negative"
"11198","shank","fear"
"11199","shape","positive"
"11200","shapely","positive"
"11201","share","anticipation"
"11202","share","joy"
"11203","share","positive"
"11204","share","trust"
"11205","shark","negative"
"11206","sharpen","anger"
"11207","sharpen","anticipation"
"11208","shatter","anger"
"11209","shatter","fear"
"11210","shatter","negative"
"11211","shatter","sadness"
"11212","shatter","surprise"
"11213","shattered","negative"
"11214","shattered","sadness"
"11215","shed","negative"
"11216","shell","anger"
"11217","shell","fear"
"11218","shell","negative"
"11219","shell","sadness"
"11220","shell","surprise"
"11221","shelter","positive"
"11222","shelter","trust"
"11223","shelved","negative"
"11224","shepherd","positive"
"11225","shepherd","trust"
"11226","sheriff","trust"
"11227","shine","positive"
"11228","shining","anticipation"
"11229","shining","joy"
"11230","shining","positive"
"11231","ship","anticipation"
"11232","shipwreck","fear"
"11233","shipwreck","negative"
"11234","shipwreck","sadness"
"11235","shit","anger"
"11236","shit","disgust"
"11237","shit","negative"
"11238","shiver","anger"
"11239","shiver","anticipation"
"11240","shiver","fear"
"11241","shiver","negative"
"11242","shiver","sadness"
"11243","shock","anger"
"11244","shock","fear"
"11245","shock","negative"
"11246","shock","surprise"
"11247","shockingly","surprise"
"11248","shoddy","anger"
"11249","shoddy","disgust"
"11250","shoddy","negative"
"11251","shoot","anger"
"11252","shoot","fear"
"11253","shoot","negative"
"11254","shooter","fear"
"11255","shooting","anger"
"11256","shooting","fear"
"11257","shooting","negative"
"11258","shopkeeper","trust"
"11259","shoplifting","anger"
"11260","shoplifting","disgust"
"11261","shoplifting","negative"
"11262","shopping","anticipation"
"11263","shopping","joy"
"11264","shopping","positive"
"11265","shopping","surprise"
"11266","shopping","trust"
"11267","shortage","anger"
"11268","shortage","fear"
"11269","shortage","negative"
"11270","shortage","sadness"
"11271","shortcoming","negative"
"11272","shortly","anticipation"
"11273","shot","anger"
"11274","shot","fear"
"11275","shot","negative"
"11276","shot","sadness"
"11277","shot","surprise"
"11278","shoulder","positive"
"11279","shoulder","trust"
"11280","shout","anger"
"11281","shout","surprise"
"11282","shove","anger"
"11283","shove","negative"
"11284","show","trust"
"11285","showy","negative"
"11286","shrapnel","fear"
"11287","shrewd","positive"
"11288","shriek","anger"
"11289","shriek","fear"
"11290","shriek","negative"
"11291","shriek","sadness"
"11292","shriek","surprise"
"11293","shrill","anger"
"11294","shrill","fear"
"11295","shrill","negative"
"11296","shrill","surprise"
"11297","shrink","fear"
"11298","shrink","negative"
"11299","shrink","sadness"
"11300","shroud","sadness"
"11301","shrunk","negative"
"11302","shudder","fear"
"11303","shudder","negative"
"11304","shun","anger"
"11305","shun","disgust"
"11306","shun","negative"
"11307","shun","sadness"
"11308","sib","trust"
"11309","sick","disgust"
"11310","sick","negative"
"11311","sick","sadness"
"11312","sickening","anger"
"11313","sickening","disgust"
"11314","sickening","fear"
"11315","sickening","negative"
"11316","sickening","sadness"
"11317","sickly","disgust"
"11318","sickly","negative"
"11319","sickly","sadness"
"11320","sickness","disgust"
"11321","sickness","fear"
"11322","sickness","negative"
"11323","sickness","sadness"
"11324","signature","trust"
"11325","signify","anticipation"
"11326","silk","positive"
"11327","silly","joy"
"11328","silly","negative"
"11329","simmer","anger"
"11330","simmer","anticipation"
"11331","simmering","anticipation"
"11332","simplify","anticipation"
"11333","simplify","joy"
"11334","simplify","positive"
"11335","simplify","surprise"
"11336","simplify","trust"
"11337","sin","anger"
"11338","sin","disgust"
"11339","sin","fear"
"11340","sin","negative"
"11341","sin","sadness"
"11342","sincere","positive"
"11343","sincere","trust"
"11344","sincerity","positive"
"11345","sinful","anger"
"11346","sinful","disgust"
"11347","sinful","fear"
"11348","sinful","negative"
"11349","sinful","sadness"
"11350","sing","anticipation"
"11351","sing","joy"
"11352","sing","positive"
"11353","sing","sadness"
"11354","sing","trust"
"11355","singly","positive"
"11356","singularly","surprise"
"11357","sinister","anger"
"11358","sinister","disgust"
"11359","sinister","fear"
"11360","sinister","negative"
"11361","sinner","anger"
"11362","sinner","disgust"
"11363","sinner","fear"
"11364","sinner","negative"
"11365","sinner","sadness"
"11366","sinning","disgust"
"11367","sinning","negative"
"11368","sir","positive"
"11369","sir","trust"
"11370","siren","fear"
"11371","siren","negative"
"11372","sissy","negative"
"11373","sisterhood","anger"
"11374","sisterhood","positive"
"11375","sisterhood","sadness"
"11376","sisterhood","surprise"
"11377","sisterhood","trust"
"11378","sizzle","anger"
"11379","skeptical","negative"
"11380","sketchy","negative"
"11381","skewed","anger"
"11382","skewed","anticipation"
"11383","skewed","negative"
"11384","skid","anger"
"11385","skid","fear"
"11386","skid","negative"
"11387","skid","sadness"
"11388","skilled","positive"
"11389","skillful","positive"
"11390","skillful","trust"
"11391","skip","negative"
"11392","skirmish","anger"
"11393","skirmish","negative"
"11394","sky","positive"
"11395","slack","negative"
"11396","slag","negative"
"11397","slam","anger"
"11398","slam","fear"
"11399","slam","negative"
"11400","slam","surprise"
"11401","slander","anger"
"11402","slander","disgust"
"11403","slander","negative"
"11404","slanderous","negative"
"11405","slap","anger"
"11406","slap","negative"
"11407","slap","surprise"
"11408","slash","anger"
"11409","slate","positive"
"11410","slaughter","anger"
"11411","slaughter","disgust"
"11412","slaughter","fear"
"11413","slaughter","negative"
"11414","slaughter","sadness"
"11415","slaughter","surprise"
"11416","slaughterhouse","anger"
"11417","slaughterhouse","disgust"
"11418","slaughterhouse","fear"
"11419","slaughterhouse","negative"
"11420","slaughterhouse","sadness"
"11421","slaughtering","anger"
"11422","slaughtering","disgust"
"11423","slaughtering","fear"
"11424","slaughtering","negative"
"11425","slaughtering","sadness"
"11426","slaughtering","surprise"
"11427","slave","anger"
"11428","slave","fear"
"11429","slave","negative"
"11430","slave","sadness"
"11431","slavery","anger"
"11432","slavery","disgust"
"11433","slavery","fear"
"11434","slavery","negative"
"11435","slavery","sadness"
"11436","slay","anger"
"11437","slay","negative"
"11438","slayer","anger"
"11439","slayer","disgust"
"11440","slayer","fear"
"11441","slayer","negative"
"11442","slayer","sadness"
"11443","slayer","surprise"
"11444","sleek","positive"
"11445","sleet","negative"
"11446","slender","positive"
"11447","slim","positive"
"11448","slime","disgust"
"11449","slimy","disgust"
"11450","slimy","negative"
"11451","slink","negative"
"11452","slip","negative"
"11453","slip","surprise"
"11454","slop","disgust"
"11455","slop","negative"
"11456","sloppy","disgust"
"11457","sloppy","negative"
"11458","sloth","disgust"
"11459","sloth","negative"
"11460","slouch","negative"
"11461","slough","negative"
"11462","slowness","negative"
"11463","sludge","disgust"
"11464","sludge","negative"
"11465","slug","disgust"
"11466","slug","negative"
"11467","sluggish","negative"
"11468","sluggish","sadness"
"11469","slum","disgust"
"11470","slum","negative"
"11471","slump","negative"
"11472","slump","sadness"
"11473","slur","anger"
"11474","slur","disgust"
"11475","slur","negative"
"11476","slur","sadness"
"11477","slush","disgust"
"11478","slush","negative"
"11479","slush","surprise"
"11480","slut","anger"
"11481","slut","disgust"
"11482","slut","negative"
"11483","sly","anger"
"11484","sly","disgust"
"11485","sly","fear"
"11486","sly","negative"
"11487","smack","anger"
"11488","smack","negative"
"11489","small","negative"
"11490","smash","anger"
"11491","smash","fear"
"11492","smash","negative"
"11493","smashed","negative"
"11494","smattering","negative"
"11495","smell","anger"
"11496","smell","disgust"
"11497","smell","negative"
"11498","smelling","disgust"
"11499","smelling","negative"
"11500","smile","joy"
"11501","smile","positive"
"11502","smile","surprise"
"11503","smile","trust"
"11504","smiling","joy"
"11505","smiling","positive"
"11506","smirk","negative"
"11507","smite","anger"
"11508","smite","fear"
"11509","smite","negative"
"11510","smite","sadness"
"11511","smith","trust"
"11512","smitten","positive"
"11513","smoker","negative"
"11514","smoothness","positive"
"11515","smother","anger"
"11516","smother","negative"
"11517","smudge","negative"
"11518","smug","negative"
"11519","smuggle","fear"
"11520","smuggle","negative"
"11521","smuggler","anger"
"11522","smuggler","disgust"
"11523","smuggler","fear"
"11524","smuggler","negative"
"11525","smuggling","negative"
"11526","smut","disgust"
"11527","smut","fear"
"11528","smut","negative"
"11529","snag","negative"
"11530","snag","surprise"
"11531","snags","negative"
"11532","snake","disgust"
"11533","snake","fear"
"11534","snake","negative"
"11535","snare","fear"
"11536","snare","negative"
"11537","snarl","anger"
"11538","snarl","disgust"
"11539","snarl","negative"
"11540","snarling","anger"
"11541","snarling","negative"
"11542","sneak","anger"
"11543","sneak","fear"
"11544","sneak","negative"
"11545","sneak","surprise"
"11546","sneaking","anticipation"
"11547","sneaking","fear"
"11548","sneaking","negative"
"11549","sneaking","trust"
"11550","sneer","anger"
"11551","sneer","disgust"
"11552","sneer","negative"
"11553","sneeze","disgust"
"11554","sneeze","negative"
"11555","sneeze","surprise"
"11556","snicker","positive"
"11557","snide","negative"
"11558","snob","negative"
"11559","snort","sadness"
"11560","soak","negative"
"11561","sob","negative"
"11562","sob","sadness"
"11563","sobriety","positive"
"11564","sobriety","trust"
"11565","sociable","positive"
"11566","socialism","disgust"
"11567","socialism","fear"
"11568","socialist","anger"
"11569","socialist","disgust"
"11570","socialist","fear"
"11571","socialist","negative"
"11572","socialist","sadness"
"11573","soil","disgust"
"11574","soil","negative"
"11575","soiled","disgust"
"11576","soiled","negative"
"11577","solace","positive"
"11578","soldier","anger"
"11579","soldier","positive"
"11580","soldier","sadness"
"11581","solid","positive"
"11582","solidarity","trust"
"11583","solidity","positive"
"11584","solidity","trust"
"11585","solution","positive"
"11586","solvency","positive"
"11587","somatic","negative"
"11588","somatic","surprise"
"11589","somber","negative"
"11590","somber","sadness"
"11591","sonar","anticipation"
"11592","sonar","positive"
"11593","sonata","positive"
"11594","sonnet","joy"
"11595","sonnet","positive"
"11596","sonnet","sadness"
"11597","sonorous","joy"
"11598","sonorous","positive"
"11599","soot","disgust"
"11600","soot","negative"
"11601","soothe","positive"
"11602","soothing","joy"
"11603","soothing","positive"
"11604","soothing","trust"
"11605","sorcery","anticipation"
"11606","sorcery","fear"
"11607","sorcery","negative"
"11608","sorcery","surprise"
"11609","sordid","anger"
"11610","sordid","disgust"
"11611","sordid","fear"
"11612","sordid","negative"
"11613","sordid","sadness"
"11614","sore","anger"
"11615","sore","negative"
"11616","sore","sadness"
"11617","sorely","negative"
"11618","sorely","sadness"
"11619","soreness","disgust"
"11620","soreness","negative"
"11621","soreness","sadness"
"11622","sorrow","fear"
"11623","sorrow","negative"
"11624","sorrow","sadness"
"11625","sorrowful","negative"
"11626","sorrowful","sadness"
"11627","sorter","positive"
"11628","sortie","fear"
"11629","sortie","negative"
"11630","soulless","disgust"
"11631","soulless","fear"
"11632","soulless","negative"
"11633","soulless","sadness"
"11634","soulmate","fear"
"11635","soulmate","negative"
"11636","soundness","anticipation"
"11637","soundness","joy"
"11638","soundness","positive"
"11639","soundness","trust"
"11640","soup","positive"
"11641","sour","disgust"
"11642","sour","negative"
"11643","sovereign","trust"
"11644","spa","anticipation"
"11645","spa","joy"
"11646","spa","positive"
"11647","spa","surprise"
"11648","spa","trust"
"11649","spacious","positive"
"11650","spaniel","joy"
"11651","spaniel","positive"
"11652","spaniel","trust"
"11653","spank","anger"
"11654","spank","fear"
"11655","spank","negative"
"11656","spank","sadness"
"11657","spanking","anger"
"11658","sparkle","anticipation"
"11659","sparkle","joy"
"11660","sparkle","positive"
"11661","sparkle","surprise"
"11662","spasm","fear"
"11663","spasm","negative"
"11664","spat","anger"
"11665","spat","negative"
"11666","spear","anger"
"11667","spear","anticipation"
"11668","spear","fear"
"11669","spear","negative"
"11670","special","joy"
"11671","special","positive"
"11672","specialist","trust"
"11673","specialize","trust"
"11674","specie","positive"
"11675","speck","disgust"
"11676","speck","negative"
"11677","spectacle","negative"
"11678","spectacle","positive"
"11679","spectacular","anticipation"
"11680","spectacular","surprise"
"11681","specter","fear"
"11682","specter","negative"
"11683","specter","sadness"
"11684","spectral","negative"
"11685","speculation","fear"
"11686","speculation","negative"
"11687","speculation","sadness"
"11688","speculative","anticipation"
"11689","speech","positive"
"11690","speedy","positive"
"11691","spelling","positive"
"11692","spent","negative"
"11693","spew","disgust"
"11694","spice","positive"
"11695","spider","disgust"
"11696","spider","fear"
"11697","spike","fear"
"11698","spine","anger"
"11699","spine","negative"
"11700","spine","positive"
"11701","spinster","fear"
"11702","spinster","negative"
"11703","spinster","sadness"
"11704","spirit","positive"
"11705","spirits","anticipation"
"11706","spirits","joy"
"11707","spirits","positive"
"11708","spirits","surprise"
"11709","spit","disgust"
"11710","spite","anger"
"11711","spite","negative"
"11712","spiteful","anger"
"11713","spiteful","negative"
"11714","splash","surprise"
"11715","splendid","joy"
"11716","splendid","positive"
"11717","splendid","surprise"
"11718","splendor","anticipation"
"11719","splendor","joy"
"11720","splendor","positive"
"11721","splendor","surprise"
"11722","splinter","negative"
"11723","split","negative"
"11724","splitting","negative"
"11725","splitting","sadness"
"11726","spoil","disgust"
"11727","spoil","negative"
"11728","spoiler","negative"
"11729","spoiler","sadness"
"11730","spoke","negative"
"11731","spokesman","trust"
"11732","sponge","negative"
"11733","sponsor","positive"
"11734","sponsor","trust"
"11735","spook","fear"
"11736","spook","negative"
"11737","spotless","positive"
"11738","spotless","trust"
"11739","spouse","joy"
"11740","spouse","positive"
"11741","spouse","trust"
"11742","sprain","negative"
"11743","sprain","sadness"
"11744","spree","negative"
"11745","sprite","fear"
"11746","sprite","negative"
"11747","spruce","positive"
"11748","spur","fear"
"11749","spurious","disgust"
"11750","spurious","negative"
"11751","squall","fear"
"11752","squall","negative"
"11753","squall","sadness"
"11754","squatter","negative"
"11755","squeamish","disgust"
"11756","squeamish","fear"
"11757","squeamish","negative"
"11758","squelch","anger"
"11759","squelch","disgust"
"11760","squelch","negative"
"11761","squirm","disgust"
"11762","squirm","negative"
"11763","stab","anger"
"11764","stab","fear"
"11765","stab","negative"
"11766","stab","sadness"
"11767","stab","surprise"
"11768","stable","positive"
"11769","stable","trust"
"11770","staccato","positive"
"11771","stagger","surprise"
"11772","staggering","negative"
"11773","stagnant","negative"
"11774","stagnant","sadness"
"11775","stain","disgust"
"11776","stain","negative"
"11777","stainless","positive"
"11778","stale","negative"
"11779","stalemate","anger"
"11780","stalemate","disgust"
"11781","stalk","fear"
"11782","stalk","negative"
"11783","stall","disgust"
"11784","stallion","positive"
"11785","stalwart","positive"
"11786","stamina","positive"
"11787","stamina","trust"
"11788","standing","positive"
"11789","standoff","anger"
"11790","standoff","fear"
"11791","standoff","negative"
"11792","standstill","anger"
"11793","standstill","negative"
"11794","star","anticipation"
"11795","star","joy"
"11796","star","positive"
"11797","star","trust"
"11798","staring","negative"
"11799","stark","negative"
"11800","stark","trust"
"11801","starlight","positive"
"11802","starry","anticipation"
"11803","starry","joy"
"11804","starry","positive"
"11805","start","anticipation"
"11806","startle","fear"
"11807","startle","negative"
"11808","startle","surprise"
"11809","startling","surprise"
"11810","starvation","fear"
"11811","starvation","negative"
"11812","starvation","sadness"
"11813","starved","negative"
"11814","starving","negative"
"11815","stately","positive"
"11816","statement","positive"
"11817","statement","trust"
"11818","stationary","negative"
"11819","statistical","trust"
"11820","statue","positive"
"11821","status","positive"
"11822","staunch","positive"
"11823","stave","negative"
"11824","steadfast","positive"
"11825","steadfast","trust"
"11826","steady","surprise"
"11827","steady","trust"
"11828","steal","anger"
"11829","steal","fear"
"11830","steal","negative"
"11831","steal","sadness"
"11832","stealing","disgust"
"11833","stealing","fear"
"11834","stealing","negative"
"11835","stealth","surprise"
"11836","stealthily","surprise"
"11837","stealthy","anticipation"
"11838","stealthy","fear"
"11839","stealthy","negative"
"11840","stealthy","surprise"
"11841","stellar","positive"
"11842","stereotype","negative"
"11843","stereotyped","negative"
"11844","sterile","negative"
"11845","sterile","sadness"
"11846","sterility","negative"
"11847","sterling","anger"
"11848","sterling","anticipation"
"11849","sterling","joy"
"11850","sterling","negative"
"11851","sterling","positive"
"11852","sterling","trust"
"11853","stern","negative"
"11854","steward","positive"
"11855","steward","trust"
"11856","sticky","disgust"
"11857","stiff","negative"
"11858","stiffness","negative"
"11859","stifle","negative"
"11860","stifled","anger"
"11861","stifled","fear"
"11862","stifled","negative"
"11863","stifled","sadness"
"11864","stigma","anger"
"11865","stigma","disgust"
"11866","stigma","fear"
"11867","stigma","negative"
"11868","stigma","sadness"
"11869","stillborn","negative"
"11870","stillborn","sadness"
"11871","stillness","fear"
"11872","stillness","positive"
"11873","stillness","sadness"
"11874","sting","anger"
"11875","sting","fear"
"11876","sting","negative"
"11877","stinging","negative"
"11878","stingy","anger"
"11879","stingy","disgust"
"11880","stingy","fear"
"11881","stingy","negative"
"11882","stingy","sadness"
"11883","stink","disgust"
"11884","stink","negative"
"11885","stinking","disgust"
"11886","stinking","negative"
"11887","stint","fear"
"11888","stint","negative"
"11889","stint","sadness"
"11890","stocks","negative"
"11891","stolen","anger"
"11892","stolen","negative"
"11893","stomach","disgust"
"11894","stone","anger"
"11895","stone","negative"
"11896","stoned","negative"
"11897","stools","disgust"
"11898","stools","negative"
"11899","stoppage","negative"
"11900","store","anticipation"
"11901","store","positive"
"11902","storm","anger"
"11903","storm","negative"
"11904","storming","anger"
"11905","stormy","fear"
"11906","stormy","negative"
"11907","straightforward","positive"
"11908","straightforward","trust"
"11909","strained","anger"
"11910","strained","negative"
"11911","straits","fear"
"11912","straits","negative"
"11913","stranded","negative"
"11914","stranger","fear"
"11915","stranger","negative"
"11916","strangle","anger"
"11917","strangle","disgust"
"11918","strangle","fear"
"11919","strangle","negative"
"11920","strangle","sadness"
"11921","strangle","surprise"
"11922","strategic","positive"
"11923","strategist","anticipation"
"11924","strategist","positive"
"11925","strategist","trust"
"11926","stray","negative"
"11927","strength","positive"
"11928","strength","trust"
"11929","strengthen","positive"
"11930","strengthening","joy"
"11931","strengthening","positive"
"11932","strengthening","trust"
"11933","stress","negative"
"11934","stretcher","fear"
"11935","stretcher","sadness"
"11936","stricken","sadness"
"11937","strife","anger"
"11938","strife","negative"
"11939","strike","anger"
"11940","strike","negative"
"11941","striking","positive"
"11942","strikingly","positive"
"11943","strip","negative"
"11944","strip","sadness"
"11945","stripe","negative"
"11946","stripped","anger"
"11947","stripped","anticipation"
"11948","stripped","disgust"
"11949","stripped","fear"
"11950","stripped","negative"
"11951","stripped","sadness"
"11952","strive","anticipation"
"11953","stroke","fear"
"11954","stroke","negative"
"11955","stroke","sadness"
"11956","strongly","positive"
"11957","structural","trust"
"11958","structure","positive"
"11959","structure","trust"
"11960","struggle","anger"
"11961","struggle","fear"
"11962","struggle","negative"
"11963","struggle","sadness"
"11964","strut","negative"
"11965","stud","positive"
"11966","study","positive"
"11967","stuffy","negative"
"11968","stumble","negative"
"11969","stunned","fear"
"11970","stunned","negative"
"11971","stunned","surprise"
"11972","stunted","negative"
"11973","stupid","negative"
"11974","stupidity","negative"
"11975","stupor","negative"
"11976","sturdy","positive"
"11977","sty","disgust"
"11978","sty","negative"
"11979","subdue","negative"
"11980","subito","surprise"
"11981","subject","negative"
"11982","subjected","negative"
"11983","subjected","sadness"
"11984","subjection","negative"
"11985","subjugation","anger"
"11986","subjugation","disgust"
"11987","subjugation","fear"
"11988","subjugation","negative"
"11989","subjugation","sadness"
"11990","sublimation","joy"
"11991","sublimation","positive"
"11992","submit","anticipation"
"11993","subordinate","fear"
"11994","subordinate","negative"
"11995","subpoena","negative"
"11996","subscribe","anticipation"
"11997","subsidence","negative"
"11998","subsidence","sadness"
"11999","subsidy","anger"
"12000","subsidy","disgust"
"12001","subsidy","negative"
"12002","subsist","negative"
"12003","substance","positive"
"12004","substantiate","trust"
"12005","substantive","positive"
"12006","subtract","negative"
"12007","subversion","anger"
"12008","subversion","fear"
"12009","subversion","negative"
"12010","subversive","anger"
"12011","subversive","negative"
"12012","subversive","surprise"
"12013","subvert","disgust"
"12014","subvert","fear"
"12015","subvert","negative"
"12016","subvert","sadness"
"12017","succeed","anticipation"
"12018","succeed","joy"
"12019","succeed","positive"
"12020","succeed","surprise"
"12021","succeed","trust"
"12022","succeeding","anticipation"
"12023","succeeding","joy"
